rec_id,obc_timeStamp,gps_utcTime,gps_latitude,gps_longitude,gps_fixQuality,gps_dilution,gps_speed,lfm_netCounts,lfm_posCounts,lfm_temperature,lfm_integratedCorrFlow,lfm_instantFlow,gfs_gasFlow,gfs_gasTemp,gfs_netGasVolume,jm3_netjoule,jm3_voltage,jm3_current,sup_VoltageIn,all_energy,message_id,volt_voltage,volt_difference,Lap,Time
2914,1688797342.25,06.22.22,-8.901704417,116.308442033,1.0,0.8,17.3,57435.0,57469.0,29.4,9.4102,6.4865,,,,5711.836,13143.0,586.0,16056.0,10.353975,504_202307_08_0617_35_0002865,,,2,6.3728472221866665
2915,1688797342.34,06.22.22,-8.901704417,116.308442033,1.0,0.8,17.3,57496.0,57530.0,29.4,9.4202,5.9944,,,,5713.232,13142.0,567.0,16056.0,10.364206,504_202307_08_0617_35_0002866,,,2,6.372872222222222
2916,1688797342.44,06.22.22,-8.901704417,116.308442033,1.0,0.8,17.3,57563.0,57597.0,29.4,9.4311,6.5844,,,,5713.232,13142.0,567.0,16068.0,10.375105,504_202307_08_0617_35_0002867,,,2,6.3729
2917,1688797342.54,06.22.22,-8.901704417,116.308442033,1.0,0.8,17.3,57632.0,57666.0,29.4,9.4424,6.7812,,,,5714.564,13147.0,544.0,16068.0,10.386625,504_202307_08_0617_35_0002868,,,2,6.372927777777777
2918,1688797342.64,06.22.22,-8.901704417,116.308442033,1.0,0.8,17.3,57708.0,57742.0,29.4,9.4549,7.4684,,,,5714.564,13147.0,544.0,16085.0,10.399125,504_202307_08_0617_35_0002869,,,2,6.3729555555555555
2919,1688797342.75,06.22.22,-8.901704417,116.308442033,1.0,0.8,17.3,57787.0,57821.0,29.4,9.4678,7.7637,,,,5716.073,13146.0,610.0,16081.0,10.412275,504_202307_08_0617_35_0002870,,,2,6.372986111146666
2920,1688797342.85,06.22.22,-8.901704417,116.308442033,1.0,0.8,17.3,57860.0,57894.0,29.4,9.4798,7.1743,,,,5716.073,13146.0,610.0,16098.0,10.424275,504_202307_08_0617_35_0002871,,,2,6.3730138888533325
2921,1688797342.95,06.22.22,-8.901704417,116.308442033,1.0,0.8,17.3,57932.0,57966.0,29.4,9.4916,7.0759,,,,5717.584,13146.0,616.0,16098.0,10.436325,504_202307_08_0617_35_0002872,,,2,6.373041666702222
2922,1688797343.05,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58007.0,58041.0,29.4,9.5039,7.3706,,,,5717.584,13146.0,616.0,16060.0,10.448624,504_202307_08_0617_35_0002873,,,2,6.3730694444088885
2923,1688797343.14,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58086.0,58120.0,29.4,9.5168,7.7637,,,,5719.055,13148.0,593.0,16085.0,10.461767,504_202307_08_0617_35_0002874,,,2,6.373094444444444
2924,1688797343.25,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58168.0,58202.0,29.4,9.5302,8.0584,,,,5719.055,13148.0,593.0,16089.0,10.475167,504_202307_08_0617_35_0002875,,,2,6.373124999964444
2925,1688797343.35,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58252.0,58286.0,29.4,9.544,8.2552,,,,5720.513,13148.0,590.0,16064.0,10.489208,504_202307_08_0617_35_0002876,,,2,6.373152777742222
2926,1688797343.44,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58331.0,58365.0,29.4,9.5569,7.7637,,,,5720.513,13148.0,590.0,16060.0,10.502109,504_202307_08_0617_35_0002877,,,2,6.373177777777777
2927,1688797343.55,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58411.0,58445.0,29.4,9.57,7.8615,,,,5721.917,13149.0,571.0,16081.0,10.51544,504_202307_08_0617_35_0002878,,,2,6.373208333297778
2928,1688797343.64,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58492.0,58526.0,29.4,9.5833,7.9605,,,,5721.917,13149.0,571.0,16089.0,10.52874,504_202307_08_0617_35_0002879,,,2,6.373233333333333
2929,1688797343.75,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58574.0,58608.0,29.4,9.5967,8.0584,,,,5723.423,13146.0,602.0,16085.0,10.542389,504_202307_08_0617_35_0002880,,,2,6.373263888924444
2930,1688797343.85,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58658.0,58692.0,29.4,9.6105,8.2552,,,,5723.423,13146.0,602.0,16085.0,10.55619,504_202307_08_0617_35_0002881,,,2,6.37329166663111
2931,1688797343.95,06.22.23,-8.901744,116.308410917,1.0,0.8,19.5,58742.0,58776.0,29.4,9.6243,8.2552,,,,5724.984,13147.0,633.0,16098.0,10.570248,504_202307_08_0617_35_0002882,,,2,6.37331944448
2932,1688797344.05,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,58819.0,58853.0,29.4,9.6369,7.5668,,,,5724.984,13147.0,633.0,16081.0,10.582848,504_202307_08_0617_35_0002883,,,2,6.373347222186666
2933,1688797344.14,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,58903.0,58937.0,29.4,9.6506,8.2552,,,,5726.321,13151.0,547.0,16077.0,10.596768,504_202307_08_0617_35_0002884,,,2,6.373372222222222
2934,1688797344.25,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,58988.0,59022.0,29.4,9.6645,8.353,,,,5726.321,13151.0,547.0,16073.0,10.610668,504_202307_08_0617_35_0002885,,,2,6.373402777742222
2935,1688797344.35,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,59069.0,59103.0,29.4,9.6778,7.9605,,,,5727.884,13150.0,631.0,16073.0,10.624227,504_202307_08_0617_35_0002886,,,2,6.37343055552
2936,1688797344.44,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,59159.0,59193.0,29.4,9.6926,8.8446,,,,5727.884,13150.0,631.0,16077.0,10.639027,504_202307_08_0617_35_0002887,,,2,6.373455555555555
2937,1688797344.55,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,59242.0,59276.0,29.4,9.7062,8.1568,,,,5729.346,13152.0,588.0,16060.0,10.652867,504_202307_08_0617_35_0002888,,,2,6.373486111075555
2938,1688797344.65,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,59326.0,59360.0,29.4,9.7199,8.2552,,,,5729.346,13152.0,588.0,16089.0,10.666568,504_202307_08_0617_35_0002889,,,2,6.373513888924444
2939,1688797344.75,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,59407.0,59441.0,29.4,9.7332,7.9599,,,,5730.621,13152.0,519.0,16068.0,10.680079,504_202307_08_0617_35_0002890,,,2,6.373541666702222
2940,1688797344.85,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,59496.0,59530.0,29.4,9.7478,8.7467,,,,5730.621,13152.0,519.0,16068.0,10.694678,504_202307_08_0617_35_0002891,,,2,6.373569444408888
2941,1688797344.94,06.22.24,-8.90178485,116.308376567,1.0,0.8,22.2,59585.0,59619.0,29.4,9.7623,8.7461,,,,5732.088,13151.0,590.0,16073.0,10.70942,504_202307_08_0617_35_0002892,,,2,6.373594444444444
2942,1688797345.04,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,59671.0,59705.0,29.4,9.7764,8.4515,,,,5732.088,13151.0,590.0,16077.0,10.72352,504_202307_08_0617_35_0002893,,,2,6.373622222222222
2943,1688797345.14,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,59759.0,59793.0,29.4,9.7908,8.6483,,,,5733.531,13152.0,582.0,16098.0,10.738159,504_202307_08_0617_35_0002894,,,2,6.37365
2944,1688797345.24,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,59846.0,59880.0,29.4,9.8051,8.5499,,,,5733.531,13152.0,582.0,16081.0,10.75246,504_202307_08_0617_35_0002895,,,2,6.373677777777777
2945,1688797345.34,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,59934.0,59968.0,29.4,9.8195,8.6483,,,,5734.937,13154.0,568.0,16068.0,10.767092,504_202307_08_0617_35_0002896,,,2,6.3737055555555555
2946,1688797345.44,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,60024.0,60058.0,29.4,9.8342,8.8446,,,,5734.937,13154.0,568.0,16068.0,10.781792,504_202307_08_0617_35_0002897,,,2,6.373733333333333
2947,1688797345.55,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,60118.0,60152.0,29.4,9.8496,9.2377,,,,5734.937,13154.0,568.0,16073.0,10.797192,504_202307_08_0617_35_0002898,,,2,6.373763888853333
2948,1688797345.64,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,60207.0,60241.0,29.5,9.8642,8.741,,,,5734.937,13154.0,568.0,16093.0,10.811791,504_202307_08_0617_35_0002899,,,2,6.373788888888888
2949,1688797345.74,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,60297.0,60331.0,29.5,9.8789,8.8434,,,,5737.726,13153.0,564.0,16089.0,10.826952,504_202307_08_0617_35_0002900,,,2,6.3738166666666665
2950,1688797345.84,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,60394.0,60428.0,29.5,9.8948,9.5318,,,,5737.726,13153.0,564.0,16093.0,10.842853,504_202307_08_0617_35_0002901,,,2,6.373844444444444
2951,1688797345.94,06.22.25,-8.90183115,116.308345033,1.0,0.8,25.1,60487.0,60521.0,29.5,9.9101,9.1381,,,,5739.282,13154.0,625.0,16081.0,10.85841,504_202307_08_0617_35_0002902,,,2,6.3738722222222215
2952,1688797346.05,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,60588.0,60622.0,29.5,9.9266,9.9249,,,,5739.282,13154.0,625.0,16073.0,10.87491,504_202307_08_0617_35_0002903,,,2,6.373902777742222
2953,1688797346.15,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,60682.0,60716.0,29.5,9.942,9.2365,,,,5740.636,13156.0,552.0,16093.0,10.890533,504_202307_08_0617_35_0002904,,,2,6.3739305555911105
2954,1688797346.24,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,60784.0,60818.0,29.5,9.9587,10.0227,,,,5740.636,13156.0,552.0,16081.0,10.907233,504_202307_08_0617_35_0002905,,,2,6.373955555555555
2955,1688797346.35,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,60881.0,60915.0,29.5,9.9746,9.5312,,,,5742.185,13155.0,618.0,16064.0,10.923389,504_202307_08_0617_35_0002906,,,2,6.373986111075555
2956,1688797346.45,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,60990.0,61024.0,29.5,9.9924,10.7111,,,,5742.185,13155.0,618.0,16073.0,10.94119,504_202307_08_0617_35_0002907,,,2,6.374013888924444
2957,1688797346.55,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,61095.0,61129.0,29.5,10.0096,10.3174,,,,5743.527,13155.0,543.0,16081.0,10.958611,504_202307_08_0617_35_0002908,,,2,6.37404166663111
2958,1688797346.65,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,61201.0,61235.0,29.5,10.027,10.4158,,,,5743.527,13155.0,543.0,16093.0,10.976011,504_202307_08_0617_35_0002909,,,2,6.37406944448
2959,1688797346.74,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,61304.0,61338.0,29.5,10.0439,10.1212,,,,5744.994,13154.0,593.0,16089.0,10.993153,504_202307_08_0617_35_0002910,,,2,6.374094444444444
2960,1688797346.84,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,61420.0,61454.0,29.5,10.0629,11.3983,,,,5744.994,13154.0,593.0,16073.0,11.012154,504_202307_08_0617_35_0002911,,,2,6.374122222222222
2961,1688797346.94,06.22.26,-8.901886033,116.308298133,1.0,0.8,27.6,61527.0,61561.0,29.5,10.0804,10.5143,,,,5746.472,13158.0,590.0,16052.0,11.029899,504_202307_08_0617_35_0002912,,,2,6.374149999999999
2962,1688797347.05,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,61639.0,61673.0,29.5,10.0987,11.0052,,,,5746.472,13158.0,590.0,16052.0,11.048198,504_202307_08_0617_35_0002913,,,2,6.37418055552
2963,1688797347.15,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,61749.0,61783.0,29.5,10.1167,10.8089,,,,5747.799,13159.0,538.0,16081.0,11.066418,504_202307_08_0617_35_0002914,,,2,6.374208333368888
2964,1688797347.24,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,61866.0,61900.0,29.5,10.1359,11.4967,,,,5747.799,13159.0,538.0,16077.0,11.085617,504_202307_08_0617_35_0002915,,,2,6.374233333333333
2965,1688797347.35,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,61985.0,62019.0,29.4,10.1554,11.6959,,,,5749.247,13159.0,583.0,16043.0,11.105356,504_202307_08_0617_35_0002916,,,2,6.374263888853333
2966,1688797347.45,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,62093.0,62127.0,29.4,10.1731,10.6138,,,,5749.247,13159.0,583.0,16056.0,11.123056,504_202307_08_0617_35_0002917,,,2,6.374291666702222
2967,1688797347.55,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,62214.0,62248.0,29.4,10.1929,11.891,,,,5750.667,13159.0,576.0,16073.0,11.14309,504_202307_08_0617_35_0002918,,,2,6.374319444408888
2968,1688797347.65,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,62334.0,62368.0,29.4,10.2126,11.7931,,,,5750.667,13159.0,576.0,16077.0,11.16279,504_202307_08_0617_35_0002919,,,2,6.374347222257778
2969,1688797347.74,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,62456.0,62490.0,29.4,10.2325,11.9894,,,,5752.122,13158.0,582.0,16077.0,11.182932,504_202307_08_0617_35_0002920,,,2,6.374372222222222
2970,1688797347.85,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,62577.0,62611.0,29.4,10.2524,11.891,,,,5752.122,13158.0,582.0,16052.0,11.202831,504_202307_08_0617_35_0002921,,,2,6.374402777742222
2971,1688797347.95,06.22.27,-8.90194155,116.3082511,1.0,0.8,30.0,62703.0,62737.0,29.4,10.273,12.3825,,,,5753.654,13158.0,616.0,16052.0,11.223684,504_202307_08_0617_35_0002922,,,2,6.37443055559111
2972,1688797348.05,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,62826.0,62860.0,29.4,10.2931,12.0878,,,,5753.654,13158.0,616.0,16052.0,11.243785,504_202307_08_0617_35_0002923,,,2,6.374458333297778
2973,1688797348.14,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,62956.0,62990.0,29.4,10.3144,12.7756,,,,5755.083,13159.0,575.0,16056.0,11.265084,504_202307_08_0617_35_0002924,,,2,6.374483333333333
2974,1688797348.25,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,63085.0,63119.0,29.4,10.3356,12.6778,,,,5755.083,13159.0,575.0,16064.0,11.28652,504_202307_08_0617_35_0002925,,,2,6.374513888853333
2975,1688797348.34,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,63217.0,63251.0,29.4,10.3572,12.9725,,,,5755.083,13159.0,575.0,16056.0,11.308121,504_202307_08_0617_35_0002926,,,2,6.374538888888888
2976,1688797348.44,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,63356.0,63390.0,29.4,10.3799,13.6597,,,,5756.506,13157.0,566.0,16052.0,11.331056,504_202307_08_0617_35_0002927,,,2,6.3745666666666665
2977,1688797348.55,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,63491.0,63525.0,29.4,10.4021,13.2671,,,,5757.959,13158.0,589.0,16056.0,11.353496,504_202307_08_0617_35_0002928,,,2,6.374597222186666
2978,1688797348.64,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,63628.0,63662.0,29.4,10.4245,13.4634,,,,5757.959,13158.0,589.0,16056.0,11.375896,504_202307_08_0617_35_0002929,,,2,6.3746222222222215
2979,1688797348.74,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,63773.0,63807.0,29.4,10.4482,14.2502,,,,5757.959,13158.0,589.0,16048.0,11.399596,504_202307_08_0617_35_0002930,,,2,6.37465
2980,1688797348.85,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,63914.0,63948.0,29.4,10.4713,13.8565,,,,5759.443,13159.0,598.0,16060.0,11.422941,504_202307_08_0617_35_0002931,,,2,6.3746805555199995
2981,1688797348.95,06.22.28,-8.902002217,116.308198717,1.0,0.8,32.5,64062.0,64096.0,29.4,10.4956,14.5449,,,,5760.933,13161.0,585.0,16060.0,11.447487,504_202307_08_0617_35_0002932,,,2,6.374708333368888
2982,1688797349.04,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64211.0,64245.0,29.5,10.52,14.6376,,,,5760.933,13161.0,585.0,16081.0,11.471888,504_202307_08_0617_35_0002933,,,2,6.374733333333333
2983,1688797349.14,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64356.0,64390.0,29.5,10.5437,14.2479,,,,5760.933,13161.0,585.0,16052.0,11.495587,504_202307_08_0617_35_0002934,,,2,6.374761111111111
2984,1688797349.24,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64513.0,64547.0,29.5,10.5694,15.4272,,,,5762.356,13160.0,575.0,16060.0,11.521523,504_202307_08_0617_35_0002935,,,2,6.374788888888888
2985,1688797349.34,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64590.0,64624.0,29.5,10.582,7.5663,,,,5762.356,13160.0,575.0,16056.0,11.534122,504_202307_08_0617_35_0002936,,,2,6.374816666666666
2986,1688797349.44,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64607.0,64641.0,29.5,10.5848,1.6703,,,,5763.485,13162.0,462.0,16068.0,11.537108,504_202307_08_0617_35_0002937,,,2,6.374844444444444
2987,1688797349.55,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64613.0,64647.0,29.5,10.5858,0.5899,,,,5763.485,13162.0,462.0,16085.0,11.538109,504_202307_08_0617_35_0002938,,,2,6.374874999964444
2988,1688797349.64,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64617.0,64651.0,29.5,10.5865,0.3925,,,,5764.471,13162.0,400.0,16056.0,11.538972,504_202307_08_0617_35_0002939,,,2,6.374899999999999
2989,1688797349.75,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64620.0,64654.0,29.5,10.587,0.2953,,,,5764.471,13162.0,400.0,16064.0,11.539472,504_202307_08_0617_35_0002940,,,2,6.374930555591111
2990,1688797349.85,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64624.0,64658.0,29.4,10.5876,0.3942,,,,5764.967,13168.0,242.0,16056.0,11.540154,504_202307_08_0617_35_0002941,,,2,6.374958333297777
2991,1688797349.94,06.22.29,-8.902069767,116.308141433,1.0,0.8,35.3,64624.0,64658.0,29.4,10.5876,0.0,,,,5764.967,13168.0,242.0,16064.0,11.540154,504_202307_08_0617_35_0002942,,,2,6.374983333333333
2992,1688797350.04,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64627.0,64661.0,29.4,10.5881,0.2947,,,,5764.967,13168.0,18.0,16060.0,11.540654,504_202307_08_0617_35_0002943,,,2,6.37501111111111
2993,1688797350.14,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64629.0,64663.0,29.4,10.5884,0.1968,,,,5764.967,13168.0,18.0,16060.0,11.540954,504_202307_08_0617_35_0002944,,,2,6.375038888888889
2994,1688797350.24,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64631.0,64665.0,29.4,10.5888,0.1963,,,,5764.967,13170.0,24.0,16068.0,11.541354,504_202307_08_0617_35_0002945,,,2,6.375066666666666
2995,1688797350.35,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64636.0,64670.0,29.4,10.5896,0.4915,,,,5764.967,13170.0,24.0,16039.0,11.542153,504_202307_08_0617_35_0002946,,,2,6.375097222186667
2996,1688797350.44,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64636.0,64670.0,29.4,10.5896,0.0,,,,5764.967,13170.0,19.0,16073.0,11.542153,504_202307_08_0617_35_0002947,,,2,6.375122222222222
2997,1688797350.55,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64640.0,64674.0,29.4,10.5902,0.3931,,,,5764.967,13170.0,19.0,16098.0,11.542754,504_202307_08_0617_35_0002948,,,2,6.375152777742222
2998,1688797350.65,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64643.0,64677.0,29.4,10.5907,0.2947,,,,5764.967,13169.0,17.0,16085.0,11.543254,504_202307_08_0617_35_0002949,,,2,6.37518055559111
2999,1688797350.75,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64647.0,64681.0,29.4,10.5914,0.3931,,,,5764.967,13169.0,17.0,16073.0,11.543954,504_202307_08_0617_35_0002950,,,2,6.375208333368889
3000,1688797350.85,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64651.0,64685.0,29.4,10.592,0.3931,,,,5764.967,13171.0,16.0,16077.0,11.544554,504_202307_08_0617_35_0002951,,,2,6.375236111075555
3001,1688797350.94,06.22.30,-8.902142417,116.308077717,1.0,0.8,38.0,64652.0,64686.0,29.4,10.5922,0.0984,,,,5764.967,13171.0,16.0,16073.0,11.544754,504_202307_08_0617_35_0002952,,,2,6.375261111111111
3002,1688797351.05,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64656.0,64690.0,29.4,10.5929,0.3931,,,,5764.967,13171.0,15.0,16056.0,11.545454,504_202307_08_0617_35_0002953,,,2,6.375291666631111
3003,1688797351.14,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64659.0,64693.0,29.4,10.5934,0.2947,,,,5764.967,13171.0,15.0,16068.0,11.545954,504_202307_08_0617_35_0002954,,,2,6.3753166666666665
3004,1688797351.24,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64661.0,64695.0,29.4,10.5937,0.1968,,,,5764.967,13173.0,11.0,16089.0,11.546254,504_202307_08_0617_35_0002955,,,2,6.375344444444444
3005,1688797351.34,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64665.0,64699.0,29.4,10.5943,0.3931,,,,5764.967,13173.0,11.0,16077.0,11.546854,504_202307_08_0617_35_0002956,,,2,6.3753722222222216
3006,1688797351.44,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64666.0,64700.0,29.4,10.5945,0.0978,,,,5764.967,13174.0,11.0,16077.0,11.547053,504_202307_08_0617_35_0002957,,,2,6.3754
3007,1688797351.54,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64669.0,64703.0,29.4,10.595,0.2947,,,,5764.967,13174.0,11.0,16093.0,11.547554,504_202307_08_0617_35_0002958,,,2,6.3754277777777775
3008,1688797351.64,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64672.0,64706.0,29.4,10.5955,0.2953,,,,5764.967,13172.0,12.0,16077.0,11.548054,504_202307_08_0617_35_0002959,,,2,6.375455555555555
3009,1688797351.75,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64675.0,64709.0,29.4,10.596,0.2947,,,,5764.967,13172.0,12.0,16077.0,11.548553,504_202307_08_0617_35_0002960,,,2,6.3754861111466665
3010,1688797351.85,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64678.0,64712.0,29.4,10.5965,0.2947,,,,5764.969,13172.0,14.0,16077.0,11.549054,504_202307_08_0617_35_0002961,,,2,6.375513888853333
3011,1688797351.95,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64679.0,64713.0,29.4,10.5966,0.0984,,,,5764.969,13172.0,14.0,16098.0,11.549153,504_202307_08_0617_35_0002962,,,2,6.3755416667022216
3012,1688797352.05,06.22.31,-8.902210233,116.308015767,1.0,0.8,36.6,64683.0,64717.0,29.4,10.5973,0.3931,,,,5764.969,13173.0,14.0,16060.0,11.549853,504_202307_08_0617_35_0002963,,,2,6.375569444408889
3013,1688797352.15,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64688.0,64722.0,29.4,10.5981,0.4915,,,,5764.969,13173.0,14.0,16073.0,11.550653,504_202307_08_0617_35_0002964,,,2,6.3755972222577775
3014,1688797352.25,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64689.0,64723.0,29.4,10.5983,0.0978,,,,5764.969,13175.0,10.0,16089.0,11.550854,504_202307_08_0617_35_0002965,,,2,6.375624999964444
3015,1688797352.35,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64692.0,64726.0,29.4,10.5988,0.2953,,,,5764.969,13175.0,10.0,16052.0,11.551353,504_202307_08_0617_35_0002966,,,2,6.375652777742221
3016,1688797352.45,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64696.0,64730.0,29.4,10.5994,0.3931,,,,5764.969,13174.0,15.0,16068.0,11.551953,504_202307_08_0617_35_0002967,,,2,6.375680555591111
3017,1688797352.54,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64698.0,64732.0,29.4,10.5997,0.1963,,,,5764.969,13174.0,15.0,16085.0,11.552254,504_202307_08_0617_35_0002968,,,2,6.375705555555555
3018,1688797352.64,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64701.0,64735.0,29.4,10.6002,0.2947,,,,5764.969,13174.0,15.0,16085.0,11.552753,504_202307_08_0617_35_0002969,,,2,6.375733333333333
3019,1688797352.74,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64708.0,64742.0,29.4,10.6014,0.6884,,,,5764.969,13174.0,15.0,16081.0,11.553954,504_202307_08_0617_35_0002970,,,2,6.37576111111111
3020,1688797352.85,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64709.0,64743.0,29.4,10.6015,0.0978,,,,5764.969,13175.0,10.0,16081.0,11.554053,504_202307_08_0617_35_0002971,,,2,6.375791666631111
3021,1688797352.94,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64712.0,64746.0,29.4,10.602,0.2953,,,,5764.969,13175.0,10.0,16073.0,11.554554,504_202307_08_0617_35_0002972,,,2,6.375816666666666
3022,1688797353.05,06.22.32,-8.902276183,116.307950983,1.0,0.8,35.6,64715.0,64749.0,29.4,10.6025,0.2947,,,,5764.969,13175.0,13.0,16064.0,11.555054,504_202307_08_0617_35_0002973,,,2,6.375847222186667
3023,1688797353.15,06.22.33,-8.902339317,116.30789395,1.0,0.8,34.6,64716.0,64750.0,29.4,10.6027,0.0984,,,,5764.969,13175.0,13.0,16093.0,11.555254,504_202307_08_0617_35_0002974,,,2,6.375875000035555
3024,1688797353.25,06.22.33,-8.902339317,116.30789395,1.0,0.8,34.6,64719.0,64753.0,29.4,10.6032,0.2947,,,,5764.969,13175.0,12.0,16081.0,11.555754,504_202307_08_0617_35_0002975,,,2,6.375902777742222
3025,1688797353.35,06.22.33,-8.902339317,116.30789395,1.0,0.8,34.6,64725.0,64759.0,29.4,10.6042,0.5894,,,,5764.969,13175.0,12.0,16081.0,11.556754,504_202307_08_0617_35_0002976,,,2,6.375930555519999
3026,1688797353.44,06.22.33,-8.902339317,116.30789395,1.0,0.8,34.6,64727.0,64761.0,29.4,10.6045,0.1968,,,,5764.97,13175.0,14.0,16081.0,11.557055,504_202307_08_0617_35_0002977,,,2,6.375955555555555
3027,1688797353.54,06.22.33,-8.902339317,116.30789395,1.0,0.8,34.6,64728.0,64762.0,29.4,10.6047,0.0984,,,,5764.97,13175.0,14.0,16089.0,11.557255,504_202307_08_0617_35_0002978,,,2,6.375983333333333
3028,1688797353.64,06.22.33,-8.902339317,116.30789395,1.0,0.8,34.6,64733.0,64767.0,29.4,10.6055,0.491,,,,5764.97,13177.0,12.0,16077.0,11.558054,504_202307_08_0617_35_0002979,,,2,6.376011111111111
